09/06/2015 (24 CPU)
0.17 0.50 3.69
0.42 0.50 3.80
0.17 0.84 3.72
0.38 0.79 3.71
0.13 0.67 3.60
0.29 0.67 3.72
0.29 0.79 3.67
0.29 1.42 3.09
0.25 0.79 3.64
0.29 0.75 3.72
0.21 0.59 3.69
0.21 0.63 3.68
0.21 0.67 3.72
0.21 0.67 3.68
0.25 0.67 3.68
0.21 0.96 3.71
0.17 0.67 3.76
0.13 0.59 3.73
0.38 0.67 3.67
0.13 0.75 3.72
0.42 0.67 3.63
0.25 0.67 3.80
0.13 0.79 3.68
0.29 0.92 3.71
0.21 0.67 3.64
0.38 0.67 3.63
0.17 0.59 3.77
0.38 0.71 3.71
0.29 0.63 3.76
0.25 0.79 3.72
0.33 0.59 3.68
0.25 0.79 3.76
0.42 0.54 3.68
0.25 0.71 3.64
0.25 0.71 3.72
0.21 0.67 3.72
0.25 0.67 3.76
0.21 0.67 3.68
0.33 0.71 3.63
0.21 0.63 3.69
0.17 0.59 3.64
0.33 0.54 3.68
0.38 0.63 3.63
0.33 0.92 3.71
0.33 0.75 3.71
0.25 0.71 3.64
0.33 0.71 3.76
0.25 0.83 3.67
0.25 0.59 3.60
0.25 0.83 3.67
0.33 0.67 3.72
0.33 0.67 3.72
0.17 0.84 3.72
0.38 0.83 3.71
0.21 0.63 3.68
0.21 0.79 3.68
0.25 0.63 3.76
0.33 0.67 3.64
0.29 0.71 3.68
0.25 0.54 3.72
0.38 0.58 3.67
0.21 0.71 3.72
0.21 0.79 3.67
0.25 0.63 3.72
0.33 0.63 3.64
0.38 0.67 3.67
0.38 0.71 3.71
0.29 0.54 3.68
0.25 0.63 3.68
0.33 0.83 3.71
0.42 0.71 3.71
0.25 0.75 3.84
0.33 0.71 3.67
0.25 0.84 3.59
0.17 0.75 3.68
0.25 0.63 3.60
0.17 0.75 3.81
0.29 0.79 3.67
0.21 1.30 3.27
0.33 0.63 3.68
0.25 0.59 3.68
0.25 0.59 3.72
0.21 0.63 3.68
0.25 0.63 3.72
0.21 0.63 3.64
0.25 0.75 3.67
0.21 0.50 3.73
0.21 0.75 3.68
0.21 0.54 3.73
0.29 0.63 3.64
0.13 0.46 3.73
0.21 0.84 3.76
0.29 0.71 3.68
0.21 0.59 3.68
0.25 0.71 3.60
0.21 0.67 3.72
0.29 0.67 3.80
0.17 0.88 3.72
0.08 0.54 3.69
0.21 0.88 3.67
0.25 0.88 3.67
0.25 0.71 3.80
0.46 0.54 3.68
0.17 0.67 3.68
0.25 0.50 3.73
0.25 0.59 3.68
0.25 0.96 3.71
0.33 0.92 3.67
0.21 0.71 3.64
0.25 0.79 3.67
0.21 0.63 3.68
0.29 0.63 3.68
0.25 0.75 3.64
0.21 0.75 3.72
0.17 0.88 3.67
0.33 0.71 3.67
0.33 0.59 3.68
0.29 0.71 3.68
0.29 0.63 3.64
0.13 0.88 3.55
0.25 0.67 3.51
0.25 0.67 3.56
0.29 0.71 3.51
0.21 0.79 3.55
1.13 1.34 3.51
0.29 0.88 3.55
0.29 0.79 3.60
0.21 0.96 3.47
0.21 0.75 3.60
0.21 0.71 3.52
0.21 0.75 3.64
0.25 0.75 3.80
0.21 0.75 3.59
0.29 0.67 3.60
0.25 0.59 3.64
0.33 0.71 3.67
0.25 0.71 3.76
0.25 0.71 3.59
0.21 0.67 3.64
0.25 0.75 3.59
0.21 0.59 3.64
0.21 0.63 3.77
0.29 0.59 3.68
0.25 0.67 3.64
0.25 0.67 3.68
0.21 0.84 3.63
0.13 0.75 3.81
0.29 0.67 3.55
0.29 1.59 3.38
0.29 0.59 3.60
0.17 0.67 3.56
0.13 0.54 3.69
0.17 0.71 3.60
0.46 0.75 3.54
0.21 0.92 3.59
0.25 0.54 3.72
0.25 0.75 3.75
0.29 0.88 3.51
0.21 0.79 3.55
0.33 0.63 3.55
0.33 0.79 3.59
0.25 0.75 3.72
0.17 0.67 3.64
0.33 0.67 3.63
0.25 0.67 3.68
0.17 0.84 3.55
0.33 0.63 3.64
0.21 0.59 3.52
0.25 0.67 3.64
0.29 0.75 3.47
0.21 0.88 3.38
0.33 0.83 3.50
0.21 0.71 3.39
0.21 0.96 3.38
0.21 0.71 3.51
0.33 0.67 3.71
0.25 0.46 3.77
0.33 0.63 3.67
0.25 0.71 3.59
0.29 0.63 3.64
0.42 0.54 3.59
0.29 0.83 3.71
0.29 0.71 3.68
0.13 0.75 3.55
0.25 0.71 3.60
0.42 0.96 3.54
0.21 0.84 3.51
0.29 0.67 3.60
0.25 0.88 3.67
0.29 0.63 3.72
0.29 0.79 3.63
0.17 0.88 3.80
0.33 0.63 3.64
0.13 0.67 3.64
0.21 0.88 3.67
0.25 0.54 3.68
0.29 0.67 3.76
0.13 0.71 3.68
0.17 0.71 3.64
0.25 0.63 3.64
0.25 0.67 3.55
0.25 0.75 3.76
0.17 0.79 3.60
0.21 0.59 3.68
0.25 0.59 3.60
0.25 1.12 3.58
0.25 0.83 3.76
0.25 0.59 3.68
0.29 1.50 3.26
0.17 0.59 3.68
0.25 0.63 3.72
0.33 0.54 3.85
0.21 0.59 3.72
0.25 0.79 3.63
0.29 0.75 3.72
0.17 0.54 3.73
0.25 0.54 3.81
0.25 0.67 3.68
0.29 0.63 3.68
0.17 0.75 3.72
0.13 0.75 3.72
0.17 0.75 3.84
0.17 0.67 3.72
0.25 0.63 3.64
0.38 0.71 3.67
0.21 0.63 3.68
0.25 0.63 3.80
0.29 0.83 3.71
0.25 0.83 3.67
0.25 0.54 3.68
0.21 0.67 3.68
0.25 0.79 3.76
0.25 0.83 3.67
0.25 0.79 3.63
0.33 0.63 3.72
0.25 0.75 3.64
0.21 0.75 3.72
0.25 0.84 3.55
0.29 0.88 3.63
0.17 0.92 3.64
0.25 0.79 3.63
0.29 0.75 3.67
0.25 0.88 3.67
0.21 0.67 3.64
0.25 0.54 3.56
0.17 0.84 3.43
0.21 0.71 3.51
0.29 0.67 3.43
0.21 0.67 3.47
0.29 0.67 3.47
0.13 0.67 3.47
0.17 0.46 3.60
0.17 0.59 3.43
0.17 0.67 3.60
0.29 0.59 3.60
0.33 0.63 3.68
0.17 0.59 3.77
0.29 0.67 3.68
0.29 0.75 3.68
0.13 0.71 3.68
0.25 0.75 3.63
0.21 0.75 3.80
0.25 0.92 3.67
0.25 0.67 3.60
0.25 0.71 3.64
0.38 0.88 3.63
0.25 0.88 3.71
0.17 0.71 3.60
0.21 0.59 3.68
0.25 0.59 3.56
0.17 0.54 3.69
0.25 0.88 3.72
0.33 0.96 3.46
0.21 0.92 3.55
0.29 0.79 3.55
0.29 0.92 3.50
0.21 0.71 3.73
0.21 0.71 3.72
0.17 1.17 3.51
0.29 0.46 3.73
0.33 0.63 3.68
0.21 0.59 3.85
0.17 0.71 3.76
0.29 0.54 3.68
0.29 0.67 3.72
0.21 0.59 3.64
0.25 0.71 3.80
0.25 0.75 3.68
0.25 0.46 3.65
0.17 0.67 3.64
0.17 0.79 3.59
0.25 0.75 3.59
0.21 0.63 3.60
0.21 0.63 3.56
0.29 0.63 3.55
0.38 0.83 3.58
0.25 0.84 3.55
0.33 0.88 3.50
0.38 0.79 3.59
0.21 0.75 3.64
0.33 0.67 3.55
0.25 0.84 4.14
0.21 0.88 3.59
0.29 0.88 3.47
0.29 0.75 3.64
0.17 0.84 3.72
0.21 0.75 3.72
0.42 0.71 3.63
0.21 0.67 3.68
0.38 0.75 3.67
0.25 0.83 3.63
0.21 0.63 4.44
0.29 0.79 3.67
0.21 0.79 3.63
0.38 0.67 3.67
0.25 0.63 3.64
0.25 0.63 3.80
0.25 0.71 3.63
0.21 0.71 3.72
0.21 0.63 3.72
0.21 0.63 3.64
0.29 0.59 4.10
0.25 0.59 3.68
0.17 0.79 3.64
0.25 0.84 3.68
0.21 0.83 3.71
0.21 0.79 3.76
0.17 0.46 3.69
0.33 0.67 3.72
0.29 0.54 3.72
0.17 0.67 3.72
0.21 0.50 3.77
0.25 0.75 3.55
0.08 0.67 3.73
0.25 0.67 3.72
0.17 0.71 3.68
0.21 0.79 3.80
0.21 0.67 3.68
0.29 0.59 3.64
0.21 0.75 3.72
0.33 0.50 3.64
0.38 0.63 3.72
0.29 0.63 3.68
0.29 0.54 3.68
0.29 0.67 3.71
0.25 0.71 3.60
0.33 0.67 3.72
0.21 0.63 3.60
0.29 1.42 3.22
0.25 0.67 3.64
0.21 0.88 3.67
0.25 0.83 3.76
0.29 0.63 3.64
0.25 0.79 3.67
0.25 0.84 3.63
0.38 0.71 3.71
0.17 0.59 3.73
0.21 0.75 3.76
0.21 0.63 3.68
0.21 0.75 3.63
0.29 0.63 3.72
0.29 0.75 3.72
0.25 0.71 3.64
0.21 0.71 3.60
0.25 0.71 3.64
0.25 0.67 3.64
0.21 0.79 3.84
0.33 0.75 3.63
0.29 0.79 3.63
0.21 0.79 3.55
0.33 0.63 3.60
0.33 0.71 3.72
0.25 0.67 3.64
0.33 0.79 3.55
0.29 0.84 3.63
0.25 0.63 3.68
0.25 0.79 3.76
0.38 0.71 3.67
0.17 0.88 3.67
0.21 0.63 3.68
1.09 1.38 3.60
0.29 0.63 3.68
0.21 0.67 3.60
0.25 0.59 3.72
0.29 0.54 3.72
0.21 0.71 3.63
0.21 0.59 3.77
0.17 0.67 3.64
0.21 0.67 3.64
0.25 0.67 3.63
0.21 0.59 3.68
0.25 0.63 3.72
0.38 0.54 3.68
0.25 0.67 3.64
0.29 0.63 3.72
0.13 0.79 3.68
0.25 0.54 3.77
0.21 0.67 3.64
0.25 0.50 3.68
0.29 0.71 3.68
0.25 0.75 3.51
0.29 0.71 3.72
0.33 0.63 3.59
0.21 0.63 3.60
0.17 0.96 3.50
0.29 0.83 3.71
0.25 0.67 3.68
0.17 0.71 3.68
0.25 0.75 3.76
0.21 0.75 3.64
0.29 0.67 3.72
0.42 0.67 3.68
0.33 0.67 3.67
0.29 0.83 3.63
0.21 0.92 3.55
0.29 0.84 3.51
0.29 0.88 3.55
0.17 0.79 3.51
0.29 0.67 3.59
0.25 0.92 3.63
0.25 0.71 3.64
0.29 0.88 3.71
0.08 0.88 3.55
0.29 0.67 3.64
0.17 0.75 3.51
0.25 0.88 3.47
0.25 0.83 3.59
0.17 0.75 3.43
0.25 1.25 3.46
0.29 1.29 3.29
0.29 0.46 3.51
0.25 0.75 3.59
0.38 0.71 3.47
0.33 0.79 3.63
0.21 0.67 3.64
0.25 0.75 3.63
0.29 0.50 3.72
0.17 0.92 3.71
0.29 0.59 3.72
0.29 0.63 3.68
0.21 0.88 3.67
0.29 0.67 3.64
0.25 0.75 3.63
0.33 0.75 3.63
0.17 0.84 3.68
0.25 0.50 3.64
0.42 0.83 3.54
0.21 0.71 3.68
0.13 0.54 3.60
0.21 0.67 3.64
0.25 0.67 3.64
0.25 0.75 3.68
0.29 0.71 3.59
0.25 0.54 3.60
0.08 0.63 3.69
0.25 0.71 3.60
0.21 0.71 3.72
0.29 0.67 3.59
0.21 0.71 3.64
0.33 0.79 3.59
0.25 0.71 3.68
0.21 0.63 3.72
0.17 0.75 3.68
0.33 0.63 3.68
0.25 0.71 3.72
0.13 0.75 3.68
0.29 0.63 3.72
0.21 0.59 3.73
0.25 0.67 3.68
0.29 0.59 3.72
0.25 0.50 3.68
0.21 0.71 3.76
0.21 0.83 3.63
0.25 0.79 3.67
0.17 0.84 3.68
0.29 0.75 3.63
0.21 0.67 3.72
0.21 0.75 3.64
0.13 0.84 3.59
0.25 0.83 3.67
0.25 0.75 3.72
0.21 0.63 3.68
0.29 0.96 3.67
0.25 0.67 3.68
0.33 0.67 3.68
0.33 0.79 3.71
0.25 0.71 3.80
0.17 0.67 3.68
0.21 0.67 3.72
0.25 0.96 3.63
0.13 0.50 3.64
0.29 0.71 3.68
0.21 0.54 3.55
0.21 0.75 3.72
0.21 0.75 3.47
0.13 0.88 3.39
0.21 0.88 3.46
0.25 0.92 3.50
0.25 0.79 3.54
0.25 1.00 3.26
0.25 0.46 3.51
0.25 0.83 3.59
0.08 0.63 3.47
0.25 0.79 3.47
0.29 0.67 3.54
0.29 0.79 3.71
0.25 0.67 3.80
0.33 0.75 3.67
0.17 0.67 3.68
0.13 1.21 3.51
0.25 0.54 3.72
0.29 0.50 3.77
0.17 0.34 3.73
0.25 0.63 3.68
0.21 0.50 3.64
0.21 0.63 3.76
0.17 0.50 3.81
0.25 0.63 3.64
0.25 0.46 3.72
0.17 0.67 3.64
0.29 0.58 3.72
0.21 0.59 3.72
0.21 0.59 3.68
0.25 0.50 3.60
0.29 0.59 3.76
0.33 0.54 3.76
0.25 0.54 3.77
0.21 0.75 3.68
0.25 0.59 3.72
0.29 0.59 3.64
0.29 0.67 3.68
0.25 0.75 3.76
0.29 0.63 3.72
0.25 0.50 3.77
0.21 0.79 3.67
0.29 0.67 3.72
0.17 0.71 3.64
0.33 0.67 3.68
0.13 0.79 3.72
0.29 0.75 3.63
0.29 0.71 3.68
0.25 0.96 3.71
0.21 0.71 3.67
0.25 0.50 3.64
0.29 0.83 3.67
0.38 0.71 3.63
0.17 0.50 3.82
0.25 0.67 3.68
0.33 0.75 3.71
0.33 0.67 3.72
0.25 0.54 3.64
0.25 0.75 3.80
0.25 0.71 3.68
0.21 0.92 3.63
0.38 0.88 3.67
0.25 0.79 3.76
0.21 0.84 3.76
0.21 0.63 3.72
0.29 0.59 3.68
0.21 0.71 3.72
0.21 0.83 3.67
0.25 0.54 3.68
0.21 0.83 3.67
0.33 0.63 3.72
0.29 0.71 3.63
0.21 0.71 3.68
0.33 0.79 3.71
0.25 0.63 3.72
0.21 0.71 3.64
0.33 0.79 3.63
0.25 0.88 3.71
0.25 0.88 3.71
0.25 0.59 3.68
0.21 0.92 3.67
0.25 1.00 3.63
0.17 0.75 3.64
0.25 0.67 3.81
0.25 0.84 3.72
0.25 0.67 3.68
0.21 0.84 3.68
0.25 0.75 3.64
0.21 0.71 3.80
0.21 0.63 3.68
0.13 0.79 3.64
0.29 0.88 3.58
0.25 0.75 3.68
0.17 0.67 3.77
0.33 0.88 3.58
0.17 0.88 3.59
0.29 1.34 3.22
0.33 0.83 3.59
0.29 0.67 3.64
0.25 0.59 3.60
0.21 0.84 3.59
0.25 0.59 3.60
0.38 0.75 3.59
0.21 0.54 3.60
0.25 0.67 3.47
0.21 0.79 3.47
0.08 0.55 3.44
0.17 0.79 3.47
0.25 0.71 3.55
0.21 0.59 3.43
0.17 0.63 3.47
0.25 0.59 3.51
0.25 0.67 3.68
0.25 0.63 3.76
0.25 0.67 3.68
0.21 0.71 3.68
0.17 0.67 3.68
0.21 0.59 3.68
0.38 0.75 3.67
0.29 0.67 3.67
0.29 0.54 3.60
0.21 0.59 3.64
0.25 0.84 3.67
0.25 0.75 3.71
0.25 0.75 3.55
0.33 0.79 3.67
0.33 0.67 3.80
0.29 0.67 3.68
0.21 0.92 3.71
0.17 0.75 3.68
0.29 0.83 3.67
0.21 0.84 3.67
0.29 0.79 3.71
0.38 0.71 3.67
0.21 0.71 3.68
0.33 0.79 3.67
0.25 0.79 3.63
0.25 0.79 3.63
0.21 0.71 3.68
0.21 0.67 3.68
0.29 0.63 3.64
0.17 0.75 3.68
0.25 0.79 3.63
0.67 1.34 3.76
0.83 1.13 3.55
0.21 0.75 3.55
0.38 0.88 3.54
0.17 0.54 3.64
0.33 0.75 3.55
0.25 0.79 3.51
0.25 0.67 3.55
0.25 0.79 3.55
0.25 0.96 3.51
0.25 0.92 3.67
0.33 0.67 3.55
0.25 0.75 3.60
0.13 0.71 3.60
0.17 0.59 3.73
0.13 0.75 3.72
0.13 0.67 3.72
0.17 0.75 3.64
0.21 0.71 3.68
0.25 0.63 3.64
0.21 0.59 3.72
0.21 0.50 3.64
0.17 0.84 3.67
0.25 1.30 3.18
0.21 0.67 3.72
0.21 0.59 3.73
0.17 0.54 3.69
0.25 0.75 3.68
0.25 0.67 3.68
0.17 0.67 3.72
0.29 0.63 3.72
0.21 0.75 3.72
0.17 0.79 3.72
0.33 1.00 3.55
0.25 0.67 3.72
0.21 0.63 3.76
0.17 0.67 3.68
0.13 0.71 3.60
0.33 0.67 3.64
0.29 0.54 3.64
0.25 0.79 3.71
0.21 0.59 3.60
0.29 0.67 3.60
0.17 0.88 3.59
0.21 0.88 3.67
0.25 0.79 3.67
0.17 0.63 3.73
0.25 0.63 3.64
0.33 0.50 3.72
0.25 0.59 3.68
0.33 0.50 3.81
0.29 0.67 3.64
0.29 0.75 3.67
0.17 0.79 3.68
0.25 0.67 3.68
0.29 0.63 3.84
0.29 0.71 3.67
0.33 0.67 3.63
0.29 0.71 3.68
0.21 0.63 3.68
0.21 0.75 3.76
0.29 0.75 3.71
0.21 0.71 3.72
0.21 0.63 3.68
0.25 0.79 3.67
0.25 0.58 3.72
0.17 0.75 3.72
0.38 0.83 3.63
0.17 0.67 3.77
0.33 0.59 3.64
0.21 0.92 3.75
0.21 0.63 3.72
0.29 0.63 3.64
0.33 0.83 3.71
0.29 0.54 3.72
0.17 0.79 3.76
0.21 0.79 3.67
0.33 0.59 3.68
0.33 0.67 3.63
0.17 0.67 3.77
0.29 0.54 3.77
0.25 0.63 3.72
0.17 0.79 3.63
0.21 0.75 3.68
0.25 0.63 3.64
0.25 0.71 3.64
0.21 0.71 3.72
0.21 0.54 3.68
0.25 0.75 3.72
0.17 0.67 3.60
0.25 0.50 3.77
0.25 0.59 3.60
0.17 0.63 3.72
0.25 0.84 3.59
0.17 0.84 3.68
0.29 0.75 3.76
0.17 0.59 3.73
0.21 0.59 3.68
0.21 0.75 3.63
0.33 0.67 3.72
0.21 0.54 3.73
0.25 0.63 3.64
0.33 0.67 3.72
0.25 0.75 3.68
0.17 0.84 3.68
0.17 0.54 3.85
0.29 0.79 3.59
0.21 0.75 3.64
0.17 0.75 3.64
0.25 0.71 3.68
0.33 0.67 3.80
0.25 0.67 3.72
0.25 0.71 3.72
0.25 0.67 3.60
0.21 0.88 3.71
0.21 0.71 3.81
0.17 0.71 3.60
0.25 0.67 3.72
0.29 0.67 3.68
0.29 0.67 3.68
0.17 0.63 3.77
0.25 0.59 3.72
0.21 0.75 3.68
0.17 1.34 3.22
0.33 0.75 3.71
0.29 0.63 3.80
0.29 0.63 3.72
0.29 0.67 3.64
0.29 0.63 3.64
0.29 0.71 3.68
0.25 0.59 3.80
0.29 0.46 3.73
0.33 0.71 3.63
0.29 0.84 3.72
0.25 1.25 3.26
0.25 0.75 3.80
0.25 0.54 3.55
0.25 0.71 3.59
0.29 0.83 3.63
0.38 0.59 3.51
0.42 0.75 3.63
0.21 0.75 3.55
0.25 0.75 3.59
0.29 0.92 3.63
0.21 0.88 3.59
0.21 0.59 3.64
0.33 0.63 3.68
0.25 0.54 3.68
0.33 0.75 3.59
0.42 0.92 3.42
0.08 0.84 3.55
0.42 0.71 3.46
0.17 0.75 3.64
0.33 0.67 3.59
0.25 0.92 3.54
0.25 0.75 3.84
0.21 0.67 3.60
0.21 0.63 3.56
0.25 0.67 3.60
0.25 0.88 3.63
0.29 0.59 3.72
0.25 0.67 3.64
0.25 0.75 3.64
0.29 0.50 3.64
0.17 0.63 3.73
0.29 0.54 3.80
0.29 0.46 3.73
0.21 0.71 3.60
0.29 0.59 3.68
0.17 0.79 3.72
0.21 0.67 3.76
0.21 0.46 3.73
0.29 0.75 3.71
0.21 0.75 3.72
0.33 0.59 3.68
0.33 0.75 3.84
0.25 0.59 3.60
0.25 0.83 3.67
0.29 0.71 3.64
0.21 0.63 3.76
0.17 0.63 4.10
0.25 0.63 3.64
0.17 0.79 3.76
0.33 0.63 3.68
0.25 0.67 3.72
0.21 0.84 3.80
0.29 0.75 3.67
0.33 0.63 3.76
0.29 0.63 3.68
0.21 0.84 3.63
0.21 0.67 3.81
0.13 0.71 3.72
0.17 0.71 3.59
0.21 0.71 3.68
0.21 0.63 3.76
0.25 0.75 3.72
0.25 0.71 3.72
0.29 0.71 3.68
0.21 0.71 3.60
0.33 0.67 3.72
0.29 0.63 3.76
0.21 0.75 3.63
0.25 0.71 3.68
0.21 0.79 3.68
0.17 1.30 3.22
0.29 0.79 3.84
0.38 0.67 3.67
0.29 0.71 3.72
0.21 0.71 3.72
0.29 0.83 3.67
0.21 0.67 3.81
0.21 0.59 3.64
0.25 0.83 3.67
0.29 0.67 3.64
0.33 0.54 3.68
0.21 0.54 4.06
0.25 0.79 3.67
0.29 0.71 3.67
0.25 0.75 3.72
0.21 0.63 3.64
0.25 0.92 3.76
0.25 0.54 3.68
0.33 0.59 3.64
0.21 0.75 3.68
0.33 0.71 3.72
0.29 0.59 3.76
0.25 0.83 3.71
0.25 0.63 3.72
0.25 0.67 3.64
0.21 0.75 3.72
0.21 0.79 3.80
0.17 0.79 3.68
0.25 0.75 3.71
0.25 0.71 3.68
0.25 0.67 3.76
0.21 0.54 3.73
0.25 0.67 3.68
0.13 0.63 3.73
0.29 0.63 3.64
0.29 0.67 3.68
0.17 0.75 3.80
0.25 0.63 3.64
0.25 0.71 3.72
0.29 0.63 3.64
0.29 0.79 3.71
0.17 0.63 3.81
0.29 0.59 3.68
0.25 0.75 3.67
0.25 0.59 3.76
0.38 0.63 3.68
0.29 0.63 3.76
0.29 0.75 3.71
0.21 0.63 3.64
0.21 0.67 3.72
0.21 0.92 3.63
0.29 0.75 3.76
0.25 0.75 3.71
1.09 1.63 3.67
0.38 0.63 3.60
0.29 0.59 3.52
0.33 0.79 3.72
0.25 0.63 3.64
0.25 0.79 3.55
0.21 0.63 3.60
0.25 0.54 3.69
0.37 0.75 3.79
0.21 0.71 3.72
0.17 0.67 3.76
0.21 0.67 3.68
0.25 0.63 3.72
0.25 0.71 3.76
0.29 0.54 3.64
0.33 0.54 3.68
0.29 0.88 3.67
0.17 0.75 3.72
0.25 0.67 3.76
0.13 0.67 3.64
0.29 0.63 3.72
0.25 0.67 3.68
0.33 0.67 3.72
0.29 0.71 3.72
0.29 0.79 3.63
0.21 0.75 3.72
0.29 0.71 3.72
0.33 0.79 3.63
0.21 0.75 3.80
0.21 0.75 3.72
0.29 0.83 3.67
0.21 0.63 3.72
0.17 0.59 3.73
0.29 0.75 3.80
0.29 0.46 3.73
0.21 0.75 3.68
0.17 0.54 3.64
0.25 0.67 3.68
0.25 0.75 3.88
0.29 0.58 3.68
0.17 0.63 3.68
0.25 0.79 3.63
0.13 0.84 3.68
0.29 0.75 3.84
0.13 0.63 3.64
0.21 0.71 3.68
0.33 0.75 3.71
0.08 0.84 3.72
0.17 0.63 3.77
0.21 0.75 3.76
0.25 0.59 3.68
0.25 0.63 3.68
0.29 0.67 3.63
0.25 0.79 3.76
0.17 0.75 3.72
0.25 0.67 3.68
0.21 0.67 3.68
0.21 0.59 3.72
0.17 0.59 3.77
0.25 0.71 3.72
0.21 0.75 3.72
0.21 0.67 3.60
0.21 0.71 3.68
0.21 0.67 3.76
0.13 0.59 3.73
0.04 0.59 3.73
0.33 0.63 3.68
0.29 0.79 3.67
0.29 0.59 3.85
0.17 0.59 3.60
0.25 0.59 3.72
0.21 0.79 3.64
0.21 0.63 3.68
0.25 0.75 3.72
0.29 0.67 3.72
0.29 0.67 3.72
0.21 0.75 3.67
0.33 0.63 3.68
0.21 0.79 3.80
0.21 0.83 3.63
0.33 0.59 3.68
0.33 0.79 3.67
0.33 0.83 3.71
0.25 0.63 3.76
0.21 0.75 3.72
0.21 0.83 3.71
0.29 0.63 3.64
0.25 1.17 3.71
0.33 0.87 3.75
0.29 0.75 3.67
0.17 0.71 3.72
0.17 0.88 3.67
0.29 0.67 3.64
0.29 0.79 3.80
0.29 0.75 3.71
0.42 0.71 3.63
0.17 0.67 3.72
0.25 0.84 3.67
0.21 0.71 3.80
0.25 0.59 3.64
0.38 0.71 3.71
0.21 0.67 3.68
0.38 0.59 3.64
0.29 0.83 3.79
0.33 0.50 3.68
0.25 0.75 3.59
0.33 0.67 3.72
0.21 0.83 3.71
0.29 0.67 3.72
0.21 0.84 3.63
0.42 0.58 3.67
0.25 0.88 3.62
0.29 0.63 3.51
0.17 0.84 3.63
0.29 0.50 3.52
0.25 0.63 3.68
0.29 0.67 3.64
0.17 0.71 3.68
0.21 0.67 3.77
0.29 0.63 3.60
0.13 0.55 3.61
0.29 0.75 3.47
0.25 0.79 3.47
0.25 0.75 3.55
0.21 0.63 3.47
0.17 0.79 3.47
0.17 0.71 3.52
0.25 0.63 3.51
0.17 0.71 3.60
0.25 0.71 3.43
0.33 0.71 3.50
0.21 0.75 3.43
0.17 0.75 3.72
0.13 0.84 3.80
0.17 0.67 3.68
0.17 0.54 3.73
0.08 0.75 3.60
0.25 0.67 3.72
0.21 0.67 3.76
0.21 0.63 3.64
0.17 0.71 3.64
0.25 0.71 3.72
0.29 0.75 3.63
0.29 0.75 3.72
0.29 0.83 3.63
0.21 0.79 3.63
0.25 0.59 3.72
0.29 0.59 3.64
0.25 0.59 3.64
0.33 0.67 3.80
0.25 0.63 3.68
0.29 0.63 3.68
0.38 0.54 3.76
0.29 0.79 3.63
0.17 0.84 3.68
0.25 0.75 3.71
0.17 0.71 3.68
0.21 1.42 3.34
0.25 0.67 3.85
0.21 0.67 3.64
0.17 0.75 3.72
0.13 0.63 3.72
0.33 0.71 3.67
0.25 0.59 4.10
0.21 0.83 3.71
0.25 0.63 3.64
0.21 0.63 3.68
0.17 0.75 3.68
0.21 0.71 3.72
0.21 0.67 3.72
0.21 0.75 3.68
0.33 0.67 3.67
0.29 0.71 3.64
0.25 0.71 3.72
0.13 0.75 3.68
0.33 0.71 3.67
0.21 0.71 3.68
0.21 0.71 3.68
0.29 0.59 3.85
0.21 0.54 3.68
0.33 0.75 3.63
0.46 0.67 3.62
0.29 0.54 3.72
0.21 0.71 3.80
0.29 0.54 3.64
0.29 0.67 3.72
0.38 0.46 3.72
0.33 0.67 3.67
0.33 0.75 3.76
0.29 0.63 3.72
0.29 0.67 3.63
0.25 0.63 3.76
0.42 0.67 3.71
0.17 0.84 3.76
0.33 0.71 3.68
0.38 0.59 3.72
0.21 0.63 3.72
0.25 0.71 3.68
0.17 0.59 3.89
0.25 0.67 3.72
0.33 0.67 3.68
0.29 0.71 3.68
0.21 0.75 3.64
0.21 0.71 3.81
0.17 0.63 3.68
0.21 0.83 3.71
0.33 0.67 3.63
0.21 0.63 3.72
0.29 0.75 3.76
0.21 0.63 3.64
0.25 0.79 3.68
0.29 0.83 3.71
0.25 0.59 3.68
0.33 0.59 3.80
0.17 0.63 3.68
0.29 0.79 3.71
0.29 0.75 3.67
0.29 0.63 3.68
0.33 0.67 3.68
0.29 0.79 3.71
0.25 0.54 3.68
0.25 0.63 3.72
0.33 0.71 3.63
0.21 0.79 3.76
0.21 0.84 3.67
0.29 0.79 3.67
0.21 0.79 3.68
0.29 1.42 3.17
0.21 0.71 3.84
0.13 0.67 3.68
0.17 0.79 3.64
0.13 0.71 3.68
0.25 0.71 3.64
0.29 0.59 3.84
0.13 0.71 3.68
0.33 0.63 3.68
0.25 0.83 3.67
0.21 0.75 3.68
0.25 0.71 3.84
0.29 0.71 3.63
0.25 0.54 3.72
0.25 0.75 3.72
0.25 0.63 3.72
0.25 0.63 3.72
0.25 0.71 3.68
0.29 0.63 3.68
0.25 0.67 3.68
0.21 0.59 3.68
0.25 0.50 3.81
0.21 0.59 3.73
0.25 0.63 3.68
0.21 0.71 3.72
0.17 0.79 3.64
0.21 0.67 3.85
0.25 0.75 3.59
0.29 0.75 3.67
1.04 1.96 3.67
0.21 0.71 3.72
0.33 0.59 3.76
0.29 0.63 3.72
0.33 0.71 3.75
0.13 0.75 3.68
0.25 0.63 3.76
0.21 0.46 3.81
0.17 0.84 3.67
0.33 0.58 3.72
0.13 0.84 3.68
0.29 0.79 3.71
0.29 0.67 3.76
0.21 0.59 3.69
0.21 0.84 3.72
0.38 0.75 3.67
