09/07/2015 (24 CPU)
0.25 0.67 3.80
0.21 0.79 3.63
0.21 0.63 3.72
0.21 0.54 3.68
0.33 0.54 3.67
0.25 0.58 3.80
0.17 0.63 3.64
0.13 0.63 3.76
0.13 0.63 3.76
0.25 0.59 3.68
0.25 0.54 3.76
0.17 0.59 3.68
0.25 0.75 3.67
0.21 0.59 3.72
0.29 0.71 3.75
0.17 0.71 4.43
0.29 0.50 3.84
0.17 0.54 3.76
0.17 0.50 3.85
0.21 0.75 3.75
0.17 0.71 4.22
0.21 0.75 3.97
0.17 0.59 3.89
0.13 0.63 3.81
0.25 0.50 3.89
0.17 0.79 3.96
0.17 0.59 3.80
0.25 0.54 3.85
0.13 0.75 3.75
0.21 0.54 3.89
0.17 0.75 4.01
0.17 0.54 3.80
0.17 0.71 3.88
0.25 0.59 3.85
0.17 0.42 3.77
0.25 0.67 3.96
0.21 0.59 3.81
0.25 0.67 3.80
0.17 0.63 3.72
0.13 0.79 3.76
0.25 0.63 3.80
0.29 0.83 3.75
0.29 0.50 3.56
0.38 0.63 3.51
0.29 0.59 3.59
0.21 0.67 3.55
0.21 0.63 3.64
0.17 0.54 3.89
0.13 0.42 3.90
0.29 0.46 3.76
0.17 0.67 4.05
0.13 0.83 3.88
0.21 0.67 3.80
0.17 0.59 3.85
0.25 0.54 3.76
0.33 0.67 3.71
0.33 0.63 3.38
0.17 0.63 3.43
0.17 0.59 3.47
0.25 0.71 3.76
0.08 0.54 3.85
0.25 0.67 3.80
0.29 0.42 3.81
0.17 0.59 3.80
0.21 0.50 3.72
0.25 0.59 3.89
0.13 0.67 3.80
0.29 0.54 3.88
0.17 0.50 3.89
0.25 0.54 3.76
0.25 0.54 3.97
0.29 0.54 3.84
0.21 0.59 3.76
0.17 0.67 3.88
0.17 0.54 3.89
0.21 0.59 3.89
0.13 0.54 3.85
0.29 0.58 3.88
0.13 0.42 3.77
0.33 0.67 3.88
0.13 0.63 3.89
0.21 0.63 3.84
0.25 0.67 3.84
0.25 0.63 3.76
0.25 0.71 3.88
0.17 0.75 4.17
0.08 0.75 3.72
0.21 0.59 3.80
0.25 0.54 3.80
0.21 0.63 3.76
0.25 0.59 4.01
0.13 0.50 3.72
0.29 0.75 3.63
0.29 0.67 3.59
0.29 0.71 3.55
0.38 0.79 3.46
0.13 0.71 3.59
0.25 0.54 3.60
0.29 0.50 3.47
0.21 0.63 3.60
0.17 0.75 3.59
0.25 0.67 3.51
0.17 0.54 3.77
0.33 0.54 3.80
0.17 0.59 3.68
0.17 0.63 3.76
0.17 0.63 3.68
0.17 0.54 3.72
0.25 0.58 3.67
0.17 0.50 3.73
0.25 0.50 3.80
0.17 0.54 3.68
0.25 0.71 3.67
0.25 0.63 3.71
0.13 0.59 3.89
0.13 0.63 3.89
0.25 0.50 3.89
0.21 0.54 3.89
0.13 0.63 3.89
0.13 0.71 3.76
0.13 0.54 3.98
0.67 0.50 3.85
0.25 0.58 3.76
0.17 0.50 3.81
0.33 0.50 3.76
0.17 0.50 3.89
0.25 0.63 3.84
0.17 0.63 3.76
0.25 0.58 3.88
0.17 0.42 3.89
0.25 0.75 3.88
0.21 0.63 3.89
0.08 0.59 3.89
0.13 0.63 3.72
0.25 0.54 3.72
0.29 0.79 3.83
0.25 0.67 3.63
0.25 0.50 3.68
0.21 0.54 3.68
0.13 0.71 3.63
0.13 0.63 3.72
0.25 0.58 3.72
0.17 0.54 3.68
0.21 0.54 3.76
0.17 0.54 3.89
0.21 0.54 3.97
0.21 0.59 3.89
0.25 0.63 3.80
0.13 0.50 3.89
0.17 0.71 3.84
0.17 0.63 3.88
0.13 0.83 3.84
0.13 0.75 3.76
0.08 0.71 3.89
0.17 0.67 3.88
0.17 0.46 4.15
0.21 0.63 3.88
0.25 0.54 3.89
0.21 0.67 3.76
0.25 0.79 3.83
0.29 0.58 4.22
0.21 0.59 3.76
0.33 0.58 3.84
0.29 0.58 3.76
0.25 0.63 3.84
0.21 0.59 3.97
0.29 0.63 3.76
0.21 0.54 3.85
0.25 0.67 3.67
0.33 0.46 3.60
0.29 0.38 3.73
0.29 0.42 3.60
0.42 0.54 3.59
0.17 0.54 3.64
0.33 0.50 3.60
0.33 0.50 3.72
0.29 0.67 3.63
0.29 0.58 3.59
0.33 0.50 3.59
0.25 0.59 3.55
0.33 0.54 3.64
0.25 0.71 3.55
0.50 0.54 3.43
0.38 0.58 3.51
0.38 0.54 3.55
0.33 0.42 3.68
0.33 0.54 3.59
0.38 0.67 3.55
0.29 0.38 3.60
0.38 0.46 3.60
0.29 0.71 3.55
0.25 0.54 3.47
0.25 0.46 3.31
0.42 0.58 3.42
0.42 0.58 3.59
0.25 0.59 3.76
0.33 0.63 3.63
0.33 0.71 3.59
0.29 0.58 3.63
0.33 0.50 3.59
0.21 0.59 3.72
0.25 0.50 3.64
0.33 0.67 3.63
0.21 0.50 3.64
0.17 0.50 3.64
0.42 0.63 3.79
0.21 0.42 3.64
0.25 0.54 3.59
0.33 0.50 3.64
0.21 0.67 3.63
0.25 0.54 3.76
0.33 0.58 3.59
0.21 0.54 3.47
0.33 0.58 3.34
0.25 0.46 3.39
0.33 0.63 3.50
0.33 0.38 3.60
0.29 0.54 3.63
0.29 0.67 3.59
0.21 0.50 3.72
0.29 0.54 3.68
0.25 0.54 3.63
0.21 0.67 3.63
0.33 0.50 3.59
0.29 0.67 3.63
0.21 0.50 4.02
0.33 0.63 3.59
0.33 0.38 3.64
0.33 0.59 3.59
0.38 0.58 3.63
0.29 0.63 4.01
0.29 0.54 3.63
0.25 0.46 3.64
0.29 0.63 3.59
0.25 1.42 2.96
0.25 0.50 3.72
0.21 0.59 3.60
0.29 0.50 3.60
0.29 0.63 3.63
0.29 0.50 3.64
0.25 0.67 3.76
0.21 0.50 3.51
0.29 0.54 3.39
0.38 0.58 3.38
0.29 0.54 3.39
0.29 0.96 3.22
0.25 0.54 3.51
0.25 0.88 3.26
0.33 0.42 3.51
0.25 0.50 3.60
0.33 0.50 3.76
0.29 0.42 3.64
0.25 0.63 3.59
0.21 0.50 3.68
0.33 0.58 3.59
0.25 0.63 3.76
0.17 0.79 3.59
0.38 0.50 3.59
0.38 0.58 3.59
0.21 0.54 3.64
0.29 0.67 3.71
0.33 0.54 3.67
0.25 0.50 3.64
0.33 0.46 3.60
0.21 0.50 3.56
0.17 0.63 3.51
0.25 0.67 3.38
0.25 0.71 3.55
0.25 0.59 3.60
0.21 0.50 3.60
0.17 0.63 3.76
0.29 0.63 3.63
0.29 0.46 3.59
0.17 0.54 3.64
0.25 0.50 3.60
0.25 0.54 3.71
0.25 0.50 3.64
0.25 0.54 3.63
0.25 0.59 3.55
0.21 0.59 3.64
0.29 0.50 3.76
0.21 0.50 3.55
0.25 0.63 3.63
0.21 0.54 3.64
0.21 0.59 3.59
0.21 0.54 3.72
0.38 0.54 3.59
0.21 0.54 3.68
0.29 0.54 3.59
0.33 0.50 3.63
0.21 0.50 3.72
0.25 1.34 3.30
0.17 0.54 3.60
0.25 0.67 3.59
0.25 0.42 3.64
0.29 0.46 3.97
0.21 0.58 3.63
0.25 0.50 3.60
0.21 0.46 3.68
0.21 0.67 3.59
0.25 0.54 3.97
0.21 0.59 3.43
0.21 0.71 3.38
0.33 0.54 3.46
0.33 0.38 3.51
0.21 0.58 3.59
0.29 0.50 3.47
0.21 0.46 3.43
0.17 0.59 3.43
0.21 0.50 3.47
0.25 0.50 3.76
0.25 0.59 3.38
0.21 0.67 3.46
0.29 0.42 3.39
0.29 0.71 3.58
0.29 0.54 3.72
0.21 0.58 3.59
0.21 0.58 3.59
0.25 0.63 3.55
0.33 0.46 3.55
0.25 0.54 3.68
0.25 0.50 3.63
0.29 0.50 3.55
0.21 0.59 3.55
0.25 0.58 3.55
0.33 0.54 3.67
0.25 0.54 3.67
0.33 0.58 3.67
0.33 0.50 3.63
0.29 0.54 3.63
0.25 0.50 3.68
0.29 0.58 3.59
0.21 0.75 3.58
0.17 0.46 3.64
0.21 0.42 3.56
0.17 0.42 3.73
0.21 0.58 3.63
0.25 0.54 3.59
0.33 0.54 3.55
0.21 0.67 3.54
0.25 0.59 3.68
0.25 0.54 3.55
0.17 0.54 3.55
0.21 0.58 3.59
0.25 0.50 3.64
0.17 0.54 3.76
0.17 0.58 3.63
0.29 0.50 3.64
0.17 0.46 3.64
0.21 0.58 3.63
0.21 0.50 3.72
0.17 0.46 3.64
0.21 0.38 3.64
0.29 0.38 3.64
0.25 0.50 3.64
0.29 0.58 3.71
0.29 0.46 3.63
0.17 0.54 3.64
0.25 0.50 3.64
0.17 0.42 3.60
0.17 0.46 3.77
0.13 1.38 3.47
0.25 0.54 3.63
0.25 0.50 3.59
0.25 0.54 3.68
0.25 0.54 3.97
0.38 0.38 3.47
0.29 0.46 3.59
0.29 0.50 3.63
0.25 0.38 3.64
0.29 0.46 4.01
0.25 0.46 3.64
0.21 0.58 3.63
0.25 0.58 3.67
0.25 0.46 3.64
0.25 0.54 3.72
0.21 0.46 3.68
0.67 0.63 3.59
0.25 0.42 3.64
0.25 0.50 3.64
0.25 0.46 3.76
0.25 0.54 3.64
0.25 0.50 3.67
0.25 0.54 3.64
0.13 0.54 3.64
0.25 0.54 3.72
0.25 0.71 3.67
0.25 0.46 3.64
0.21 0.67 3.67
0.25 0.50 3.63
0.17 0.50 3.76
0.21 0.50 3.63
0.21 0.63 3.63
0.25 0.50 3.68
0.13 0.59 3.64
0.17 0.67 3.80
0.21 0.42 3.64
1.00 0.54 2.46
3.96 0.08 0.00
0.96 0.08 0.04
0.46 0.08 0.08
