45 GB	40 GB	35 GB	30 GB	
1.72313	1.81998	1.80405	1.63273	
1.72374	1.81906	1.81269	1.64276	
1.71986	1.80038	1.80539	1.65217	
1.718	1.80556	1.81478	1.65489	
1.71872	1.82015	1.84138	1.65262	
1.71454	1.81177	1.81985	1.6495	
1.71279	1.81558	1.82425	1.64396	
1.71838	1.81597	1.82377	1.64875	
1.7267	1.81031	1.82351	1.65645	
1.73396	1.81563	1.81395	1.64728	
1.70484	1.81083	1.82436	1.66151	
1.7027	1.79304	1.83138	1.65462	
1.70371	1.77886	1.84379	1.65484	
1.70702	1.76546	1.84949	1.64762	
1.71356	1.75832	1.83814	1.64592	
1.71612	1.73864	1.82841	1.638	
1.71779	1.75851	1.8267	1.64243	
1.72027	1.76962	1.89082	1.64715	
1.72238	1.74466	1.90141	1.65973	
1.71442	1.75949	1.91271	1.66691	
1.70835	1.75728	1.8937	1.65929	
1.7064	1.75669	1.88908	1.67021	
1.73199	1.75415	1.89825	1.66778	
1.7325	1.74259	1.89388	1.67528	
1.73423	1.74218	1.87062	1.68542	
1.73746	1.73797	1.8587	1.69466	
1.72985	1.72733	1.85254	1.70315	
1.7203	1.70896	1.83893	1.7012	
1.71004	1.70246	1.82361	1.69578	
1.70336	1.67569	1.81175	1.69237	
1.70804	1.66855	1.79354	1.67631	
1.71056	1.67983	1.78111	1.67796	
1.71258	1.67755	1.76675	1.66187	
1.70536	1.6891	1.77431	1.67241	
1.69999	1.69817	1.7749	1.66731	
1.695	1.69705	1.77973	1.67736	
1.68907	1.68561	1.78203	1.6795	
1.68524	1.68677	1.72234	1.66857	
1.68235	1.69971	1.71693	1.65608	
1.68513	1.70739	1.72172	1.65096	
1.69346	1.71829	1.73418	1.65914	
1.6966	1.72024	1.7256	1.65181	
1.6756	1.7277	1.73734	1.65566	
1.68123	1.7424	1.73754	1.64887	
1.68537	1.74597	1.74734	1.64921	
1.68464	1.74868	1.74922	1.64257	
1.69145	1.74203	1.77786	1.6457	
1.7001	1.75887	1.78763	1.64007	
1.70431	1.78987	1.81595	1.64096	
1.70545	1.79806	1.82476	1.6541	
1.70095	1.80954	1.84291	1.65802	
1.72522	1.82287	1.84205	1.65574	
1.72392	1.8212	1.85615	1.6611	
1.72485	1.82815	1.85067	1.6513	
1.72373	1.82968	1.84335	1.65446	
1.72722	1.83613	1.84267	1.65504	
1.73721	1.82798	1.85102	1.65294	
1.7432	1.82471	1.85042	1.66803	
1.74878	1.81352	1.87718	1.71636	
1.75319	1.79759	1.93886	1.72003	
1.75353	1.78545	1.93031	1.70725	
1.75594	1.80171	1.95473	1.69509	
1.75426	1.79779	1.9413	1.69169	
1.74851	1.78379	1.94706	1.69794	
1.74637	1.79047	1.94157	1.69573	
1.74589	1.78654	1.96566	1.692	
1.74691	1.79548	1.94539	1.69193	
1.74805	1.80413	1.94897	1.69519	
1.75119	1.79351	1.94077	1.695	
1.7478	1.79451	1.95276	1.68701	
1.74997	1.79587	1.939	1.68172	
?	1.78476	1.94253	1.68888	
?	1.78738	1.9261	1.69655	
?	1.77143	1.94094	1.70828	
?	1.76693	1.96479	1.71201	
?	1.76204	1.96797	1.7038	
?	1.74686	1.95607	1.70359	
?	?	1.97065	1.69418	
?	?	1.94288	1.65738	
?	?	1.88583	1.66529	
?	?	1.87906	1.67947	
?	?	1.85712	1.6901	
?	?	1.86071	1.69909	
?	?	1.86574	1.69352	
?	?	1.8644	1.69337	
?	?	1.83426	1.7029	
?	?	1.8503	1.70357	
?	?	1.86963	1.71525	
?	?	1.8547	1.7218	
?	?	1.84266	1.72763	
?	?	1.84037	1.73054	
?	?	1.85881	1.72493	
?	?	1.86357	1.71895	
?	?	1.84069	1.7085	
?	?	1.82605	1.70532	
?	?	1.83947	1.71443	
?	?	1.83725	1.71419	
?	?	1.82611	1.72168	
?	?	1.8367	1.72411	
?	?	1.8251	1.71858	
?	?	1.82588	1.71197	
?	?	1.82635	1.70243	
?	?	1.82615	1.68785	
?	?	1.81266	1.69306	
?	?	1.81246	1.68984	
?	?	1.81972	1.68831	
?	?	1.80326	1.68592	
?	?	1.7813	1.67338	
?	?	1.80972	1.66422	
?	?	1.82057	1.65907	
?	?	1.82944	1.66509	
?	?	1.81576	1.67022	
?	?	1.81081	1.67064	
?	?	1.81652	1.67347	
?	?	1.8159	1.66994	
?	?	1.79916	1.66541	
?	?	1.81541	1.65801	
?	?	1.83616	1.64799	
?	?	1.82986	1.64654	
?	?	1.8302	1.64384	
?	?	1.83546	1.64087	
?	?	1.83456	1.65388	
?	?	1.83165	1.6552	
?	?	1.83445	1.64482	
?	?	1.84417	1.64409	
?	?	1.84579	1.6385	
?	?	1.84313	1.64295	
?	?	1.85522	1.64693	
?	?	1.82729	1.65503	
?	?	1.81261	1.66539	
?	?	1.80727	1.66811	
?	?	1.81768	1.66544	
?	?	1.815	1.66489	
?	?	1.81606	1.66037	
?	?	1.81435	1.65073	
?	?	1.80935	1.67389	
?	?	1.79981	1.67602	
?	?	1.7891	1.69936	
?	?	1.80106	1.70454	
?	?	1.81049	1.70992	
?	?	1.79993	1.70261	
?	?	1.79426	1.68619	
?	?	1.81365	1.68624	
?	?	1.80964	1.69295	
?	?	1.78963	1.69643	
?	?	1.79476	1.69551	
?	?	1.79919	1.68445	
?	?	1.78554	1.67774	
?	?	1.77977	1.66254	
?	?	1.77162	1.64891	
?	?	1.78459	1.63713	
?	?	1.76633	1.6309	
?	?	1.77281	1.63489	
?	?	1.79614	1.64338	
?	?	1.82017	1.65869	
?	?	1.82098	1.629	
?	?	1.81708	1.62635	
?	?	1.82378	1.60098	
?	?	1.81413	1.58403	
?	?	1.79826	1.57614	
?	?	1.80552	1.57981	
?	?	1.81339	1.58882	
?	?	1.81914	1.58631	
?	?	1.8391	1.57569	
?	?	1.84652	1.56833	
?	?	1.83566	1.56151	
?	?	1.85397	1.55258	
?	?	1.86639	1.55289	
?	?	1.87223	1.56172	
?	?	1.89896	1.57382	
?	?	1.88527	1.57533	
?	?	1.8836	1.57218	
?	?	1.88264	1.56379	
?	?	1.86926	1.55696	
?	?	1.84315	1.54986	
?	?	1.85934	1.55242	
?	?	1.85712	1.55653	
?	?	1.84396	1.56231	
?	?	1.84748	1.56124	
?	?	1.8536	1.56197	
?	?	1.85485	1.56854	
?	?	1.85649	1.57621	
?	?	1.83363	1.59242	
?	?	1.81941	1.60854	
?	?	1.81674	1.62065	
?	?	1.84331	1.63497	
?	?	1.84167	1.64523	
?	?	?	1.64508	
?	?	?	1.64957	
?	?	?	1.65255	
?	?	?	1.6641	
?	?	?	1.67153	
?	?	?	1.67963	
?	?	?	1.68455	
?	?	?	1.68572	
?	?	?	1.68413	
?	?	?	1.68387	
?	?	?	1.68211	
?	?	?	1.70575	
?	?	?	1.71281	
?	?	?	1.71617	
?	?	?	1.70782	
?	?	?	1.6988	
?	?	?	1.69078	
?	?	?	1.67981	
?	?	?	1.72222	
?	?	?	1.72482	
?	?	?	1.76518	
?	?	?	1.76825	
?	?	?	1.7619	
?	?	?	1.76161	
?	?	?	1.75655	
?	?	?	1.74757	
?	?	?	1.74292	
?	?	?	1.74152	
?	?	?	1.74858	
?	?	?	1.75798	
?	?	?	1.76796	
?	?	?	1.75633	
?	?	?	1.74339	
?	?	?	1.73455	
?	?	?	1.72475	
?	?	?	1.72864	
?	?	?	1.73325	
?	?	?	1.74447	
?	?	?	1.70616	
?	?	?	1.7086	
?	?	?	1.67341	
?	?	?	1.66616	
?	?	?	1.65824	
?	?	?	1.6578	
?	?	?	1.6664	
?	?	?	1.67164	
?	?	?	1.68199	
?	?	?	1.69054	
?	?	?	1.68368	
?	?	?	1.67464	
?	?	?	1.66664	
?	?	?	1.66119	
?	?	?	1.67382	
?	?	?	1.67895	
?	?	?	1.68921	
?	?	?	1.6869	
?	?	?	1.68864	
?	?	?	1.68307	
?	?	?	1.67335	
?	?	?	1.65963	
?	?	?	1.66737	
?	?	?	1.67208	
?	?	?	1.6736	
?	?	?	1.67214	
?	?	?	1.66673	
?	?	?	1.66683	
?	?	?	1.65866	
?	?	?	1.65151	
?	?	?	1.66001	
?	?	?	1.65484	
?	?	?	1.66232	
?	?	?	1.66594	
?	?	?	1.65771	
?	?	?	1.65681	
?	?	?	1.67794	
?	?	?	1.68059	
?	?	?	1.68143	
?	?	?	1.6878	
?	?	?	1.69849	
?	?	?	1.70974	
?	?	?	1.70016	
?	?	?	1.69314	
?	?	?	1.70023	
?	?	?	1.69007	
?	?	?	1.69454	
?	?	?	1.69442	
?	?	?	1.69969	
?	?	?	1.70876	
?	?	?	1.70199	
?	?	?	1.71039	
?	?	?	1.70469	
?	?	?	1.71059	
?	?	?	1.711	
?	?	?	1.73625	
?	?	?	1.7205	
?	?	?	1.70877	
?	?	?	1.6995	
?	?	?	1.68615	
?	?	?	1.68268	
?	?	?	1.68774	
?	?	?	1.6886	
?	?	?	1.70113	
?	?	?	1.70168	
?	?	?	1.71565	
?	?	?	1.71314	
?	?	?	1.71082	
?	?	?	1.70369	
?	?	?	1.69821	
?	?	?	1.69979	
?	?	?	1.7021	
?	?	?	1.70719	
?	?	?	1.70564	
?	?	?	1.70851	
?	?	?	1.68204	
?	?	?	1.6737	
?	?	?	1.68542	
?	?	?	1.69607	
?	?	?	1.71236	
?	?	?	1.71294	
?	?	?	1.71937	
?	?	?	1.72266	
?	?	?	1.70985	
?	?	?	1.70274	
?	?	?	1.6936	
?	?	?	1.70114	
?	?	?	1.71014	
?	?	?	1.71644	
?	?	?	1.71653	
?	?	?	1.71304	
?	?	?	1.70127	
?	?	?	1.68761	
?	?	?	1.67925	
?	?	?	1.68335	
?	?	?	1.68926	
?	?	?	1.69487	
?	?	?	1.68664	
?	?	?	1.68222	
?	?	?	1.67443	
?	?	?	1.69013	
?	?	?	1.668	
?	?	?	1.66946	
?	?	?	1.67945	
?	?	?	1.68557	
?	?	?	1.69776	
?	?	?	1.69376	
?	?	?	1.68364	
?	?	?	1.70289	
?	?	?	1.70741	
?	?	?	1.72079	
?	?	?	1.73502	
?	?	?	1.74539	
?	?	?	1.75032	
?	?	?	1.75483	
?	?	?	1.74294	
?	?	?	1.74041	
?	?	?	1.73911	
?	?	?	1.7407	
?	?	?	1.73942	
?	?	?	1.71101	
?	?	?	1.72025	
?	?	?	1.71513	
?	?	?	1.70538	
?	?	?	1.7006	
?	?	?	1.6858	
?	?	?	1.68788	
?	?	?	1.69655	
?	?	?	1.68035	
?	?	?	1.6782	
?	?	?	1.67311	
?	?	?	1.66477	
?	?	?	1.66402	
?	?	?	1.65993	
?	?	?	1.65126	
?	?	?	1.65517	
?	?	?	1.65009	
?	?	?	1.65449	
?	?	?	1.64642	
?	?	?	1.64205	
?	?	?	1.65243	
?	?	?	1.65412	
?	?	?	1.66082	
?	?	?	1.66884	
?	?	?	1.68125	
?	?	?	1.68735	
